,No. of similar Instances,Similar Instances,Similar Instances Shared Label,Accuracy,f1-score,Annotator
143,1,[160],1,0.0,[0. 0.],0
253,1,[338],1,1.0,[1.],0
84,1,[94],1,1.0,[1.],0
341,1,[273],1,1.0,[1.],0
148,1,[87],0,1.0,[1.],0
233,1,[323],1,1.0,[1.],0
273,2,"[276, 343]",1,1.0,[1.],0
72,1,[28],1,1.0,[1.],1
