,No. of similar Instances,Similar Instances,Similar Instances Shared Label,Accuracy,f1-score,Annotator
338,1,[254],1,1.0,[1.],0
233,1,[323],1,1.0,[1.],0
84,1,[343],1,1.0,[1.],0
341,2,"[273, 195]",1,1.0,[1.],0
273,1,[256],1,1.0,[1.],0
160,2,"[152, 156]",0,1.0,[1.],3
