index,train-micro-misclf-rate,test-micro-misclf-rate,train-macro-misclf-rate,test-macro-misclf-rate,n-labeled-samples,n-true-labels-0,n-false-labels-0,n-true-labels-1,n-false-labels-1,n-true-labels-2,n-false-labels-2,n-true-labels-3,n-false-labels-3,n-true-labels-4,n-false-labels-4,n-true-labels,n-false-labels,times
88,0.26881720430107525,0.3629032258064516,0.2753370353989549,0.37919107919107925,28,22,6,9,6,7,8,9,6,12,3,59,29,0.0007050037384033203
89,0.26881720430107525,0.3629032258064516,0.2683751863318427,0.3669060669060669,29,22,7,9,6,7,8,9,6,12,3,59,30,0.0006921291351318359
90,0.27419354838709675,0.3387096774193548,0.2841089652235163,0.34602154602154606,30,22,8,9,6,7,8,9,6,12,3,59,31,0.000698089599609375
91,0.24731182795698925,0.33064516129032256,0.261134863302046,0.3431550431550432,31,23,8,9,6,7,8,9,6,12,3,60,31,0.000701904296875
92,0.24731182795698925,0.3225806451612903,0.25976542663849167,0.3341460341460341,32,24,8,9,6,7,8,9,6,12,3,61,31,0.0007259845733642578
93,0.25268817204301075,0.33064516129032256,0.26853735646305305,0.3554400554400554,33,25,8,9,6,7,8,9,6,12,3,62,31,0.0007491111755371094
94,0.24731182795698925,0.33064516129032256,0.26324635117204775,0.3554400554400554,34,26,8,9,6,7,8,9,6,12,3,63,31,0.0007228851318359375
95,0.24731182795698925,0.33064516129032256,0.27368912477271606,0.3554400554400554,35,27,8,9,6,7,8,9,6,12,3,64,31,0.0007228851318359375
96,0.24731182795698925,0.33064516129032256,0.2667272757056039,0.3554400554400554,36,28,8,9,6,7,8,9,6,12,3,65,31,0.0007290840148925781
97,0.24731182795698925,0.33064516129032256,0.2667272757056039,0.3554400554400554,37,28,9,9,6,7,8,9,6,12,3,65,32,0.0007381439208984375
98,0.24731182795698925,0.3225806451612903,0.26324635117204775,0.3402885402885403,38,29,9,9,6,7,8,9,6,12,3,66,32,0.0007333755493164062
99,0.24731182795698925,0.3225806451612903,0.26324635117204775,0.3402885402885403,39,30,9,9,6,7,8,9,6,12,3,67,32,0.0007433891296386719
100,0.24193548387096775,0.3225806451612903,0.25795534588104246,0.3402885402885403,40,31,9,9,6,7,8,9,6,12,3,68,32,0.0007679462432861328
101,0.23118279569892472,0.29838709677419356,0.25011220862614053,0.3249039249039249,41,32,9,9,6,7,8,9,6,12,3,69,32,0.0007529258728027344
102,0.23655913978494625,0.29838709677419356,0.2540337772535915,0.3249039249039249,42,33,9,9,6,7,8,9,6,12,3,70,32,0.0007321834564208984
103,0.23655913978494625,0.29838709677419356,0.2540337772535915,0.3249039249039249,43,34,9,9,6,7,8,9,6,12,3,71,32,0.0007429122924804688
104,0.24193548387096775,0.29838709677419356,0.2558438580110407,0.3249039249039249,44,35,9,9,6,7,8,9,6,12,3,72,32,0.0007512569427490234
105,0.24193548387096775,0.29838709677419356,0.2558438580110407,0.3249039249039249,45,35,10,9,6,7,8,9,6,12,3,72,33,0.0007441043853759766
106,0.24731182795698925,0.2903225806451613,0.25765393876848985,0.30975240975240975,46,35,11,9,6,7,8,9,6,12,3,72,34,0.0009958744049072266
107,0.24731182795698925,0.2903225806451613,0.261134863302046,0.30975240975240975,47,36,11,9,6,7,8,9,6,12,3,73,34,0.0007700920104980469
108,0.3387096774193548,0.3387096774193548,0.32780152996871265,0.3405216405216405,48,36,12,9,6,7,8,9,6,12,3,73,35,0.0007350444793701172
109,0.3602150537634409,0.3709677419354839,0.34348780447851657,0.3610344610344611,49,36,13,9,6,7,8,9,6,12,3,73,36,0.0007419586181640625
110,0.3602150537634409,0.3709677419354839,0.3448572411420708,0.3610344610344611,50,37,13,9,6,7,8,9,6,12,3,74,36,0.0007748603820800781
111,0.3548387096774194,0.3790322580645161,0.33956623585106555,0.3761859761859762,51,38,13,9,6,7,8,9,6,12,3,75,36,0.0007498264312744141
112,0.3548387096774194,0.3790322580645161,0.35063639490884074,0.3761859761859762,52,39,13,9,6,7,8,9,6,12,3,76,36,0.0008161067962646484
113,0.3548387096774194,0.3870967741935484,0.35063639490884074,0.3851949851949852,53,40,13,9,6,7,8,9,6,12,3,77,36,0.0007729530334472656
114,0.3333333333333333,0.3790322580645161,0.3349501203990368,0.3800667800667801,54,41,13,9,6,7,8,9,6,12,3,78,36,0.0007660388946533203
115,0.3333333333333333,0.3790322580645161,0.3349501203990368,0.3800667800667801,55,42,13,9,6,7,8,9,6,12,3,79,36,0.0007631778717041016
116,0.3333333333333333,0.3709677419354839,0.3349501203990368,0.36491526491526494,56,43,13,9,6,7,8,9,6,12,3,80,36,0.0007550716400146484
117,0.3333333333333333,0.3709677419354839,0.3349501203990368,0.36491526491526494,57,43,14,9,6,7,8,9,6,12,3,80,37,0.001064300537109375
118,0.3279569892473118,0.3790322580645161,0.3331400396415876,0.3800667800667801,58,44,14,9,6,7,8,9,6,12,3,81,37,0.0008618831634521484
