index,train-micro-misclf-rate,test-micro-misclf-rate,train-macro-misclf-rate,test-macro-misclf-rate,n-labeled-samples,n-true-labels-0,n-false-labels-0,n-true-labels-1,n-false-labels-1,n-true-labels-2,n-false-labels-2,n-true-labels-3,n-false-labels-3,n-true-labels-4,n-false-labels-4,n-true-labels-5,n-false-labels-5,n-true-labels,n-false-labels,times
0,0.6746031746031746,0.6666666666666666,0.7081822676334871,0.6586555207244863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1,0.6190476190476191,0.7380952380952381,0.6666666666666666,0.6666666666666666,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.05623936653137207
2,0.29365079365079366,0.39285714285714285,0.3333333333333333,0.3333333333333333,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0.05173635482788086
3,0.14285714285714285,0.047619047619047616,0.14037207939646965,0.04545454545454545,3,1,0,0,0,0,0,1,0,1,0,0,0,3,0,0.04877185821533203
4,0.11904761904761904,0.05952380952380952,0.12573243975683,0.050505050505050504,4,1,0,0,0,0,0,1,0,1,0,1,0,4,0,0.04800748825073242
5,0.11904761904761904,0.05952380952380952,0.12573243975683,0.050505050505050504,5,1,0,0,0,1,0,1,0,1,0,1,0,5,0,0.06359052658081055
6,0.1746031746031746,0.14285714285714285,0.1879165751116971,0.12260536398467432,6,1,0,0,1,1,0,1,0,1,0,1,0,5,1,0.04492783546447754
7,0.16666666666666666,0.11904761904761904,0.17890756610268807,0.10240334378265413,7,1,0,0,1,1,0,1,0,1,0,2,0,6,1,0.05469703674316406
8,0.20634920634920634,0.14285714285714285,0.2195579726067531,0.12539184952978055,8,1,1,0,1,1,0,1,0,1,0,2,0,6,2,0.04928088188171387
9,0.23809523809523808,0.19047619047619047,0.25383615322639713,0.17136886102403345,9,1,1,0,2,1,0,1,0,1,0,2,0,6,3,0.05485415458679199
10,0.23015873015873015,0.19047619047619047,0.24482714421738816,0.17136886102403345,10,2,1,0,2,1,0,1,0,1,0,2,0,7,3,0.04661989212036133
11,0.20634920634920634,0.17857142857142858,0.2178001171903611,0.16126785092302334,11,2,1,0,2,1,0,1,0,2,0,2,0,8,3,0.050809383392333984
12,0.2222222222222222,0.17857142857142858,0.23581813520837913,0.16126785092302334,12,2,1,0,2,1,0,1,0,2,0,3,0,9,3,0.09996461868286133
13,0.2698412698412698,0.17857142857142858,0.285743060133304,0.1598746081504702,13,2,1,0,2,1,1,1,0,2,0,3,0,9,4,0.04826641082763672
14,0.2222222222222222,0.14285714285714285,0.23581813520837913,0.12678509230233367,13,2,1,0,2,1,1,2,0,2,0,3,0,10,4,0.056633949279785156
15,0.18253968253968253,0.11904761904761904,0.1931031641397495,0.10379658655520725,13,2,1,0,2,1,1,3,0,2,0,3,0,11,4,0.08867645263671875
16,0.20634920634920634,0.13095238095238096,0.21661448033399253,0.11529083942877046,13,2,1,0,2,1,1,3,0,2,0,4,0,12,4,0.05330991744995117
17,0.16666666666666666,0.11904761904761904,0.17596407382992751,0.10379658655520725,13,2,1,0,2,1,1,3,0,2,0,5,0,13,4,0.04920673370361328
18,0.16666666666666666,0.10714285714285714,0.1780286383944921,0.09230233368164403,14,2,1,0,2,1,1,4,0,2,0,5,0,14,4,0.18299198150634766
19,0.16666666666666666,0.10714285714285714,0.1780286383944921,0.09230233368164403,15,3,1,0,2,1,1,4,0,2,0,5,0,15,4,0.23030519485473633
20,0.1746031746031746,0.10714285714285714,0.18527979198710906,0.09230233368164403,16,3,1,0,2,1,1,5,0,2,0,5,0,16,4,0.08847618103027344
21,0.18253968253968253,0.11904761904761904,0.19340987328792206,0.10518982932776037,17,3,1,0,2,1,1,5,0,2,1,5,0,16,5,0.08136868476867676
22,0.16666666666666666,0.11904761904761904,0.17890756610268807,0.10240334378265413,17,3,1,0,2,1,1,5,0,2,1,6,0,17,5,0.08368086814880371
23,0.15873015873015872,0.10714285714285714,0.16901962938548307,0.09230233368164403,17,4,1,0,2,1,1,5,0,2,1,6,0,18,5,0.08581805229187012
24,0.1349206349206349,0.09523809523809523,0.14462938548304402,0.08080808080808081,17,5,1,0,2,1,1,5,0,2,1,6,0,19,5,0.0892801284790039
25,0.1349206349206349,0.09523809523809523,0.14462938548304402,0.08080808080808081,17,5,1,0,2,1,1,6,0,2,1,6,0,20,5,0.0873570442199707
26,0.1349206349206349,0.09523809523809523,0.14462938548304402,0.08080808080808081,18,5,1,0,2,1,1,6,0,2,1,7,0,21,5,0.08646297454833984
27,0.1111111111111111,0.07142857142857142,0.117602358456017,0.06060606060606061,19,6,1,0,2,1,1,6,0,2,1,7,0,22,5,0.0825958251953125
28,0.1349206349206349,0.09523809523809523,0.13843569178935033,0.0909090909090909,20,6,1,0,3,1,1,6,0,2,1,7,0,22,6,0.09162664413452148
29,0.1111111111111111,0.07142857142857142,0.117602358456017,0.06060606060606061,20,6,1,0,3,1,1,6,0,3,1,7,0,23,6,0.08275079727172852
30,0.18253968253968253,0.10714285714285714,0.180102358456017,0.10606060606060606,21,6,2,0,3,1,1,6,0,3,1,7,0,23,7,0.0987551212310791
31,0.1111111111111111,0.07142857142857142,0.117602358456017,0.06060606060606061,22,6,2,0,3,1,1,6,0,3,1,8,0,24,7,0.10972857475280762
32,0.12698412698412698,0.07142857142857142,0.1314912473449059,0.06060606060606061,23,6,3,0,3,1,1,6,0,3,1,8,0,24,8,0.0877683162689209
33,0.12698412698412698,0.07142857142857142,0.1314912473449059,0.06060606060606061,23,7,3,0,3,1,1,6,0,3,1,8,0,25,8,0.09987378120422363
