index,train-micro-misclf-rate,test-micro-misclf-rate,train-macro-misclf-rate,test-macro-misclf-rate,n-labeled-samples,n-true-labels-0,n-false-labels-0,n-true-labels-1,n-false-labels-1,n-true-labels-2,n-false-labels-2,n-true-labels-3,n-false-labels-3,n-true-labels-4,n-false-labels-4,n-true-labels-5,n-false-labels-5,n-true-labels,n-false-labels,times
0,0.6746031746031746,0.6666666666666666,0.7081822676334871,0.6586555207244863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1,0.6190476190476191,0.7380952380952381,0.6666666666666666,0.6666666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8.511543273925781e-05
2,0.6031746031746031,0.6785714285714286,0.6568428184281843,0.6917450365726228,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0.00011992454528808594
3,0.6746031746031746,0.6547619047619048,0.6666666666666666,0.6666666666666666,1,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0.00015020370483398438
4,0.6746031746031746,0.6547619047619048,0.6666666666666666,0.6666666666666666,1,0,1,1,0,0,1,0,0,0,1,0,0,1,3,0.00016427040100097656
5,0.6746031746031746,0.6547619047619048,0.6666666666666666,0.6666666666666666,1,0,1,1,0,0,1,0,0,0,1,1,0,2,3,0.00013303756713867188
6,0.6190476190476191,0.75,0.6463414634146342,0.7068965517241379,1,0,1,1,0,0,1,1,0,0,1,1,0,3,3,0.00012493133544921875
7,0.6190476190476191,0.7380952380952381,0.6666666666666666,0.6666666666666666,2,0,1,2,0,0,1,1,0,0,1,1,0,4,3,0.00012230873107910156
8,0.6190476190476191,0.7380952380952381,0.6666666666666666,0.6666666666666666,2,1,1,2,0,0,1,1,0,0,1,1,0,5,3,0.00012302398681640625
9,0.6190476190476191,0.7380952380952381,0.6666666666666666,0.6666666666666666,2,1,1,2,0,0,2,1,0,0,1,1,0,5,4,0.00011301040649414062
10,0.6190476190476191,0.7380952380952381,0.6666666666666666,0.6666666666666666,2,1,1,2,0,0,2,1,0,1,1,1,0,6,4,0.00011110305786132812
11,0.6190476190476191,0.7380952380952381,0.6666666666666666,0.6666666666666666,2,1,1,2,0,0,2,2,0,1,1,1,0,7,4,0.00018095970153808594
12,0.6190476190476191,0.7380952380952381,0.6666666666666666,0.6666666666666666,2,1,1,2,0,0,2,2,0,1,1,2,0,8,4,0.0001323223114013672
13,0.4523809523809524,0.42857142857142855,0.4733483483483483,0.40404040404040403,3,1,1,3,0,0,2,2,0,1,1,2,0,9,4,0.0001277923583984375
14,0.4444444444444444,0.4166666666666667,0.46433933933933935,0.393939393939394,3,1,1,3,0,0,2,2,0,1,1,3,0,10,4,0.00011801719665527344
15,0.4523809523809524,0.42857142857142855,0.4733483483483483,0.40404040404040403,3,1,1,3,0,0,2,2,1,1,1,3,0,10,5,0.00011992454528808594
16,0.4444444444444444,0.4166666666666667,0.46433933933933935,0.393939393939394,3,1,1,3,0,1,2,2,1,1,1,3,0,11,5,0.00011610984802246094
17,0.42857142857142855,0.40476190476190477,0.4463213213213213,0.38383838383838387,3,2,1,3,0,1,2,2,1,1,1,3,0,12,5,0.00018596649169921875
18,0.4444444444444444,0.4166666666666667,0.46433933933933935,0.393939393939394,3,2,1,3,0,1,2,2,1,1,2,3,0,12,6,0.00015878677368164062
19,0.40476190476190477,0.40476190476190477,0.4192942942942943,0.38383838383838387,4,3,1,3,0,1,2,2,1,1,2,3,0,13,6,0.00012993812561035156
20,0.40476190476190477,0.40476190476190477,0.4192942942942943,0.38383838383838387,4,3,1,3,0,1,2,3,1,1,2,3,0,14,6,0.00013375282287597656
21,0.40476190476190477,0.40476190476190477,0.4192942942942943,0.38383838383838387,4,3,1,3,1,1,2,3,1,1,2,3,0,14,7,0.0001289844512939453
22,0.4444444444444444,0.4166666666666667,0.46433933933933935,0.393939393939394,4,3,1,3,1,1,3,3,1,1,2,3,0,14,8,0.00011491775512695312
23,0.4444444444444444,0.4166666666666667,0.46433933933933935,0.393939393939394,4,3,1,3,1,1,3,3,1,1,3,3,0,14,9,0.00011181831359863281
24,0.40476190476190477,0.40476190476190477,0.4192942942942943,0.38383838383838387,4,3,1,3,1,1,3,3,1,1,3,4,0,15,9,0.00010991096496582031
25,0.40476190476190477,0.40476190476190477,0.4169230205815571,0.38383838383838387,5,3,1,3,1,1,4,3,1,1,3,4,0,15,10,0.00012183189392089844
26,0.40476190476190477,0.4166666666666667,0.4192942942942943,0.393939393939394,5,3,1,3,1,1,4,4,1,1,3,4,0,16,10,0.00011682510375976562
27,0.40476190476190477,0.4166666666666667,0.4169230205815571,0.393939393939394,5,3,2,3,1,1,4,4,1,1,3,4,0,16,11,0.00011277198791503906
28,0.40476190476190477,0.40476190476190477,0.4169230205815571,0.38383838383838387,5,3,2,3,1,1,4,4,1,1,4,4,0,16,12,0.00011110305786132812
29,0.40476190476190477,0.4166666666666667,0.4192942942942943,0.393939393939394,5,3,2,3,1,1,4,4,1,1,4,5,0,17,12,0.00010895729064941406
30,0.40476190476190477,0.4166666666666667,0.4192942942942943,0.393939393939394,5,3,2,4,1,1,4,4,1,1,4,5,0,18,12,0.0001239776611328125
31,0.40476190476190477,0.40476190476190477,0.4192942942942943,0.38383838383838387,6,3,2,4,1,1,4,4,1,1,4,5,1,18,13,0.00018095970153808594
32,0.40476190476190477,0.39285714285714285,0.4192942942942943,0.3723441309648206,6,4,2,4,1,1,4,4,1,1,4,5,1,19,13,0.00015616416931152344
33,0.2857142857142857,0.2857142857142857,0.2999798579066872,0.2675026123301985,6,4,2,4,1,1,4,5,1,1,4,5,1,20,13,0.00012230873107910156
34,0.2777777777777778,0.25,0.2927287043140702,0.23023336816440265,6,4,2,4,1,2,4,5,1,1,4,5,1,21,13,0.00012803077697753906
35,0.24603174603174602,0.2261904761904762,0.2602083791108181,0.20445837687216997,6,4,2,4,1,2,4,5,1,2,4,5,1,22,13,0.0001270771026611328
36,0.25396825396825395,0.23809523809523808,0.2683384604116312,0.21455938697318008,6,4,2,4,2,2,4,5,1,2,4,5,1,22,14,0.00013113021850585938
37,0.25396825396825395,0.23809523809523808,0.2683384604116312,0.21455938697318008,7,4,2,4,2,2,4,6,1,2,4,5,1,23,14,0.00013113021850585938
38,0.25396825396825395,0.23809523809523808,0.2683384604116312,0.21455938697318008,7,4,2,4,3,2,4,6,1,2,4,5,1,23,15,0.00012493133544921875
39,0.2619047619047619,0.23809523809523808,0.27734746942064015,0.21455938697318008,7,4,2,4,3,3,4,6,1,2,4,5,1,24,15,0.00011992454528808594
40,0.2619047619047619,0.23809523809523808,0.27734746942064015,0.21455938697318008,7,5,2,4,3,3,4,6,1,2,4,5,1,25,15,0.00011205673217773438
41,0.2619047619047619,0.23809523809523808,0.27734746942064015,0.21455938697318008,7,5,2,4,3,3,4,6,1,3,4,5,1,26,15,0.0001289844512939453
42,0.2619047619047619,0.23809523809523808,0.27734746942064015,0.21455938697318008,7,5,2,4,3,3,4,6,1,3,4,5,2,26,16,0.00011920928955078125
43,0.2619047619047619,0.2261904761904762,0.27734746942064015,0.20445837687216997,8,5,2,4,3,3,4,6,1,3,4,6,2,27,16,0.00012803077697753906
44,0.25396825396825395,0.2261904761904762,0.2683384604116312,0.20445837687216997,8,6,2,4,3,3,4,6,1,3,4,6,2,28,16,0.00011801719665527344
45,0.25396825396825395,0.2261904761904762,0.2683384604116312,0.20445837687216997,8,6,2,4,4,3,4,6,1,3,4,6,2,28,17,0.0001227855682373047
46,0.25396825396825395,0.2261904761904762,0.2683384604116312,0.20445837687216997,8,6,2,4,4,3,4,7,1,3,4,6,2,29,17,0.00012493133544921875
47,0.25396825396825395,0.2261904761904762,0.2683384604116312,0.20445837687216997,8,6,2,4,4,3,4,7,1,3,5,6,2,29,18,0.0001270771026611328
48,0.25396825396825395,0.21428571428571427,0.2683384604116312,0.19435736677115986,8,6,2,4,4,4,4,7,1,3,5,6,2,30,18,0.00011968612670898438
49,0.3253968253968254,0.39285714285714285,0.3388724089943602,0.3695576454197144,9,6,2,4,4,4,4,7,1,3,5,7,2,31,18,0.000125885009765625
50,0.14285714285714285,0.10714285714285714,0.15451732220024905,0.09230233368164403,9,6,2,4,4,4,5,7,1,3,5,7,2,31,19,0.00012803077697753906
51,0.31746031746031744,0.39285714285714285,0.3307423276935472,0.3695576454197144,9,6,2,5,4,4,5,7,1,3,5,7,2,32,19,0.00012993812561035156
52,0.3253968253968254,0.39285714285714285,0.3388724089943602,0.3695576454197144,9,6,3,5,4,4,5,7,1,3,5,7,2,32,20,0.00011873245239257812
53,0.3253968253968254,0.40476190476190477,0.3388724089943602,0.38105189829327757,9,6,3,5,4,4,5,8,1,3,5,7,2,33,20,0.00014090538024902344
