index,train-micro-misclf-rate,test-micro-misclf-rate,train-macro-misclf-rate,test-macro-misclf-rate,n-labeled-samples,n-true-labels-0,n-false-labels-0,n-true-labels-1,n-false-labels-1,n-true-labels-2,n-false-labels-2,n-true-labels-3,n-false-labels-3,n-true-labels,n-false-labels,times
0,0.6777777777777778,0.6333333333333333,0.6434062538623162,0.665204678362573,0,0,0,0,0,0,0,0,0,0,0,0.0
1,0.6555555555555556,0.6833333333333333,0.6666666666666666,0.6666666666666666,1,0,0,0,0,1,0,0,0,1,0,0.013612985610961914
2,0.6555555555555556,0.6833333333333333,0.6666666666666666,0.6666666666666666,2,0,0,0,0,1,0,0,1,1,1,0.01294708251953125
3,0.6555555555555556,0.6833333333333333,0.6666666666666666,0.6666666666666666,3,0,1,0,0,1,0,0,1,1,2,0.01243901252746582
4,0.6555555555555556,0.6666666666666666,0.6663082437275986,0.65,4,0,1,0,1,1,0,0,1,1,3,0.012712955474853516
5,0.8,0.7166666666666667,0.8060931899641578,0.7026315789473685,5,0,2,0,1,1,0,0,1,1,4,0.013396024703979492
6,0.6555555555555556,0.6666666666666666,0.6663082437275986,0.65,5,0,2,0,1,1,0,1,1,2,4,0.013730049133300781
7,0.6333333333333333,0.65,0.6433197379804722,0.6341269841269841,6,0,2,0,1,2,0,1,1,3,4,0.013209819793701172
8,0.5333333333333333,0.6,0.5440860215053763,0.5833333333333334,6,0,3,0,1,2,0,1,1,3,5,0.013303995132446289
9,0.4444444444444444,0.4166666666666667,0.4479174391298974,0.41190476190476194,6,0,3,1,1,2,0,1,1,4,5,0.013097047805786133
10,0.2777777777777778,0.31666666666666665,0.2827833395130392,0.30793650793650795,7,0,3,1,1,3,0,1,1,5,5,0.012890815734863281
11,0.4777777777777778,0.45,0.482400197750587,0.44365079365079363,8,0,3,1,2,3,0,1,1,5,6,0.013536930084228516
12,0.32222222222222224,0.3,0.3283772092448399,0.2912698412698413,8,0,3,1,2,3,0,2,1,6,6,0.012758016586303711
13,0.28888888888888886,0.21666666666666667,0.29121245828698555,0.2150793650793651,9,0,3,1,2,4,0,2,1,7,6,0.013077020645141602
