index,train-micro-misclf-rate,test-micro-misclf-rate,train-macro-misclf-rate,test-macro-misclf-rate,n-labeled-samples,n-true-labels-0,n-false-labels-0,n-true-labels-1,n-false-labels-1,n-true-labels-2,n-false-labels-2,n-true-labels-3,n-false-labels-3,n-true-labels-4,n-false-labels-4,n-true-labels,n-false-labels,times
0,0.4549763033175355,0.5023696682464455,0.49710972850678736,0.5052031958966265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1,0.3285939968404423,0.35071090047393366,0.5,0.5,1,0,0,1,0,0,0,0,0,0,0,1,0,9.226799011230469e-05
2,0.3285939968404423,0.35071090047393366,0.5,0.5,2,1,0,1,0,0,0,0,0,0,0,2,0,7.200241088867188e-05
3,0.3285939968404423,0.35071090047393366,0.5,0.5,3,1,0,1,0,0,0,1,0,0,0,3,0,6.079673767089844e-05
4,0.3285939968404423,0.35071090047393366,0.5,0.5,4,1,0,2,0,0,0,1,0,0,0,4,0,6.198883056640625e-05
5,0.3285939968404423,0.35071090047393366,0.5,0.5,5,1,0,2,0,1,0,1,0,0,0,5,0,4.792213439941406e-05
6,0.32701421800947866,0.36729857819905215,0.47550339366515837,0.49102387058591435,6,2,0,2,0,1,0,1,0,0,0,6,0,0.00016307830810546875
7,0.43601895734597157,0.4549763033175355,0.5333597285067874,0.5352387058591438,7,2,0,2,0,2,0,1,0,0,0,7,0,5.6743621826171875e-05
8,0.4518167456556082,0.46445497630331756,0.5623076923076923,0.5565200236733083,8,2,0,2,0,2,0,1,0,1,0,8,0,5.984306335449219e-05
9,0.4154818325434439,0.41232227488151657,0.4849264705882353,0.4728743341882028,9,2,0,2,0,2,0,1,0,2,0,9,0,6.198883056640625e-05
10,0.37598736176935227,0.3886255924170616,0.48619909502262443,0.48103669362793455,10,3,0,2,0,2,0,1,0,2,0,10,0,7.796287536621094e-05
11,0.3696682464454976,0.3862559241706161,0.48149321266968326,0.47921187610968635,11,3,0,2,0,2,0,2,0,2,0,11,0,8.320808410644531e-05
12,0.36492890995260663,0.3815165876777251,0.47796380090497737,0.47556224107319,12,3,0,2,0,2,0,2,0,3,0,12,0,5.984306335449219e-05
13,0.3886255924170616,0.3981042654028436,0.49438348416289596,0.48833596370092724,13,3,0,2,0,2,0,2,1,3,0,12,1,5.888938903808594e-05
14,0.38388625592417064,0.3957345971563981,0.49085407239819007,0.48651114618267904,14,3,0,3,0,2,0,2,1,3,0,13,1,5.793571472167969e-05
15,0.43285939968404424,0.46919431279620855,0.5260972850678733,0.5430804892483725,15,3,1,3,0,2,0,2,1,3,0,13,2,5.6743621826171875e-05
16,0.40916271721958924,0.43364928909952605,0.5084502262443439,0.5157082264746499,16,3,1,3,0,3,0,2,1,3,0,14,2,6.890296936035156e-05
17,0.3933649289099526,0.4218009478672986,0.4647737556561086,0.4801736042611955,17,3,1,3,0,4,0,2,1,3,0,15,2,5.078315734863281e-05
18,0.3933649289099526,0.4218009478672986,0.4647737556561086,0.4801736042611955,18,3,1,4,0,4,0,2,1,3,0,16,2,4.601478576660156e-05
19,0.39178515007898895,0.41232227488151657,0.4599151583710407,0.46510652988755175,19,4,1,4,0,4,0,2,1,3,0,17,2,4.506111145019531e-05
20,0.3696682464454976,0.3981042654028436,0.4471266968325792,0.45571118563819296,20,4,1,4,0,4,0,3,1,3,0,18,2,4.506111145019531e-05
21,0.3791469194312796,0.3981042654028436,0.454185520361991,0.45571118563819296,21,4,1,4,0,4,0,3,1,3,1,18,3,8.416175842285156e-05
22,0.37282780410742494,0.4004739336492891,0.45561651583710405,0.46375024659696196,22,4,1,4,0,5,0,3,1,3,1,19,3,5.91278076171875e-05
23,0.4028436018957346,0.42890995260663506,0.4656957013574661,0.4763266916551588,23,4,2,4,0,5,0,3,1,3,1,19,4,5.888938903808594e-05
24,0.4075829383886256,0.4312796208530806,0.486408371040724,0.4905799960544486,24,4,2,4,0,6,0,3,1,3,1,20,4,6.103515625e-05
25,0.37598736176935227,0.4146919431279621,0.43587669683257924,0.4576099822450187,25,5,2,4,0,6,0,3,1,3,1,21,4,5.698204040527344e-05
26,0.38388625592417064,0.42890995260663506,0.46016968325791857,0.48875517853620043,26,5,2,4,0,6,1,3,1,3,1,21,5,5.602836608886719e-05
27,0.37756714060031593,0.42417061611374407,0.4456447963800905,0.4788913000591833,27,5,2,4,0,6,1,3,1,4,1,22,5,6.198883056640625e-05
