,No. of similar Instances,Similar Instances,Similar Instances Shared Label,Accuracy,f1-score,Annotator
233,1,[323],1,1.0,[1.],0
253,2,"[337, 215]",1,1.0,[1.],0
160,1,[156],0,1.0,[1.],0
341,3,"[151, 195, 155]",1,1.0,[1.],0
237,1,[239],1,1.0,[1.],0
144,1,[20],1,1.0,[1.],0
20,1,[103],0,0.0,[0. 0.],0
155,1,[317],1,1.0,[1.],2
321,3,"[243, 303, 141]",1,1.0,[1.],2
141,1,[203],1,1.0,[1.],2
273,2,"[343, 276]",1,1.0,[1.],3
259,1,[99],1,1.0,[1.],3
