index,train-micro-misclf-rate,test-micro-misclf-rate,train-macro-misclf-rate,test-macro-misclf-rate,n-labeled-samples,n-true-labels-0,n-false-labels-0,n-true-labels-1,n-false-labels-1,n-true-labels-2,n-false-labels-2,n-true-labels-3,n-false-labels-3,n-true-labels-4,n-false-labels-4,n-true-labels,n-false-labels,times
120,0.4666666666666667,0.4444444444444444,0.5267337965809864,0.5228492112909922,71,24,7,14,8,10,2,11,4,31,9,90,30,0.07416105270385742
121,0.45925925925925926,0.42962962962962964,0.5273275119911449,0.515857202158572,71,24,7,14,9,10,2,11,4,31,9,90,31,0.07299685478210449
122,0.4469135802469136,0.4222222222222222,0.5112725986963473,0.504524699045247,72,24,7,14,9,10,2,11,5,31,9,90,32,0.07188701629638672
123,0.45925925925925926,0.46296296296296297,0.5179482843438692,0.533486405147364,73,24,7,14,9,10,2,11,6,31,9,90,33,0.07264590263366699
124,0.47160493827160493,0.4703703703703704,0.5314146476448162,0.5434775840597759,73,24,7,14,9,10,2,11,7,31,9,90,34,0.0722661018371582
125,0.4567901234567901,0.43333333333333335,0.5275135284712829,0.5289098173515981,73,24,7,14,9,11,2,11,7,31,9,91,34,0.0730900764465332
126,0.3950617283950617,0.4111111111111111,0.4947727831755012,0.5186332503113324,73,24,7,14,9,12,2,11,7,31,9,92,34,0.07349205017089844
127,0.39012345679012345,0.42592592592592593,0.4993555528225311,0.5415006226650062,73,24,7,14,9,13,2,11,7,31,9,93,34,0.07343792915344238
128,0.3950617283950617,0.44074074074074077,0.5042670028286803,0.5567792652552926,73,24,7,14,9,14,2,11,7,31,9,94,34,0.07425808906555176
129,0.4074074074074074,0.45185185185185184,0.5165364038863609,0.5730982772934827,73,24,7,14,9,15,2,11,7,31,9,95,34,0.07543706893920898
130,0.39753086419753086,0.44074074074074077,0.5113943549378921,0.5610237650477377,73,24,7,14,9,16,2,11,7,31,9,96,34,0.07384204864501953
131,0.4024691358024691,0.43703703703703706,0.5088503874062231,0.5526748650892487,74,24,7,14,9,17,2,11,7,31,9,97,34,0.0742030143737793
132,0.4123456790123457,0.44074074074074077,0.51981675070717,0.5545376712328767,74,24,7,14,9,17,3,11,7,31,9,97,35,0.07366204261779785
133,0.4123456790123457,0.43333333333333335,0.5143380273029148,0.5459059775840597,74,24,7,14,9,18,3,11,7,31,9,98,35,0.07185792922973633
134,0.4148148148148148,0.43333333333333335,0.5172282007133193,0.5459059775840597,74,24,7,14,9,18,4,11,7,31,9,98,36,0.07402896881103516
135,0.41975308641975306,0.42962962962962964,0.5208541384823515,0.5471850352843504,74,24,8,14,9,18,4,11,7,31,9,98,37,0.07248830795288086
136,0.42962962962962964,0.45185185185185184,0.5299587996556389,0.5697540473225404,75,24,8,15,9,18,4,11,7,31,9,99,37,0.07334613800048828
137,0.4123456790123457,0.42962962962962964,0.5138328618866068,0.5404602532171026,75,25,8,15,9,18,4,11,7,31,9,100,37,0.0730440616607666
138,0.4024691358024691,0.4222222222222222,0.5030970975279794,0.5324901411374015,75,26,8,15,9,18,4,11,7,31,9,101,37,0.07216906547546387
139,0.4148148148148148,0.43703703703703706,0.5177779485918091,0.5493306351183063,76,26,8,15,9,18,4,11,8,31,9,101,38,0.07166004180908203
140,0.4074074074074074,0.44074074074074077,0.5105525150657976,0.5552174138646742,76,26,8,16,9,18,4,11,8,31,9,102,38,0.07164502143859863
141,0.4148148148148148,0.44814814814814813,0.5172282007133193,0.565208592777086,77,26,8,17,9,18,4,11,8,31,9,103,38,0.072174072265625
142,0.4222222222222222,0.45925925925925926,0.5245686262452343,0.5810865504358655,77,26,8,17,10,18,4,11,8,31,9,103,39,0.07205414772033691
143,0.43703703703703706,0.4666666666666667,0.5347106751937031,0.5899569323370694,77,26,8,17,10,18,4,11,9,31,9,103,40,0.07192683219909668
144,0.43950617283950616,0.4740740740740741,0.5372106751937031,0.594123599003736,77,26,8,17,10,18,5,11,9,31,9,103,41,0.0727529525756836
145,0.43209876543209874,0.45925925925925926,0.5312443118927561,0.5759417808219178,78,26,8,18,10,18,5,11,9,31,9,104,41,0.07168984413146973
146,0.4049382716049383,0.44074074074074077,0.5052779485918091,0.5514139684516397,79,26,8,19,10,18,5,11,9,31,9,105,41,0.07206201553344727
147,0.3950617283950617,0.42592592592592593,0.49665201082277705,0.5385974470734745,80,26,9,19,10,18,5,11,9,31,9,105,42,0.07197284698486328
148,0.3950617283950617,0.4222222222222222,0.4998167507071701,0.5365141137401411,80,26,9,20,10,18,5,11,9,31,9,106,42,0.07182574272155762
149,0.4024691358024691,0.45555555555555555,0.5061022629442873,0.5736197592361976,80,26,10,20,10,18,5,11,9,31,9,106,43,0.07200312614440918
150,0.39753086419753086,0.42962962962962964,0.49915201082277705,0.5406807804068078,81,27,10,20,10,18,5,11,9,31,9,107,43,0.07187986373901367
151,0.37777777777777777,0.42592592592592593,0.4777069241175747,0.5361353258613533,81,27,11,20,10,18,5,11,9,31,9,107,44,0.07224106788635254
152,0.37530864197530867,0.4222222222222222,0.47818564752183,0.5304690743046907,81,27,11,21,10,18,5,11,9,31,9,108,44,0.07092094421386719
153,0.37530864197530867,0.40370370370370373,0.4826534251629566,0.5216142590286426,82,28,11,21,10,18,5,11,9,31,9,109,44,0.07160115242004395
154,0.3728395061728395,0.4074074074074074,0.4871922272783175,0.5313044831880448,82,28,11,21,10,18,5,11,9,32,9,110,44,0.0723562240600586
155,0.3728395061728395,0.4,0.48581816504734965,0.5217725197177252,83,29,11,21,10,18,5,11,9,32,9,111,44,0.07230305671691895
156,0.3851851851851852,0.4148148148148148,0.4910312384700529,0.5296647986716481,84,29,11,22,10,18,5,11,9,32,9,112,44,0.07131075859069824
157,0.37037037037037035,0.4148148148148148,0.47513589964334024,0.526302407638024,84,29,11,22,10,18,5,12,9,32,9,113,44,0.07170724868774414
158,0.37777777777777777,0.4074074074074074,0.48052607305374495,0.5194530925695309,85,29,11,22,10,18,6,12,9,32,9,113,45,0.0711510181427002
159,0.36790123456790125,0.3962962962962963,0.4762793629319887,0.5134236197592362,85,29,11,22,10,18,6,12,9,33,9,114,45,0.07128190994262695
160,0.36049382716049383,0.3888888888888889,0.4768020538679129,0.5132809256953093,85,30,11,22,10,18,6,12,9,33,9,115,45,0.07110810279846191
