,Annotator Accuracy after Warmup on Boot Data,Annotator F1 Score after Warmup on Boot Data,Annotator Accuracy after Training,Annotator F1 Score after Training
Weighted Average,0.75,0.5555555555555555,0.7454545454545455,0.7126512894088216
Maximum Index,1.0,1.0,0.7454545454545455,0.7116427432216906
