,No. of Instances,Accuracy,f1-score
0,31,0.8064516129032258,0.8064836003051106
2,10,0.5,0.4920634920634921
1,15,0.6,0.604040404040404
4,30,0.9333333333333333,0.9345928924876293
3,16,0.875,0.6188197767145135
