,Annotator Accuracy after Warmup on Boot Data,Annotator F1 Score after Warmup on Boot Data,Annotator Accuracy after Training,Annotator F1 Score after Training
Weighted Average,0.7777777777777778,0.582010582010582,0.6964285714285714,0.6923967823221554
Maximum Index,0.7777777777777778,0.582010582010582,0.7232142857142857,0.7191220634966816
