,Annotator Accuracy after Warmup on Boot Data,Annotator F1 Score after Warmup on Boot Data,Annotator Accuracy after Training,Annotator F1 Score after Training
Weighted Average,0.8,0.8571428571428571,0.8205128205128205,0.8679245283018868
Maximum Index,0.8,0.8571428571428571,0.7435897435897436,0.8214285714285715
