,No. of similar Instances,Similar Instances,Similar Instances Shared Label,Accuracy,f1-score,Annotator
706,1,[830],3,1.0,1.0,2
478,1,[143],3,0.0,0.0,0
105,1,[927],3,0.0,0.0,0
