,No. of Instances,Accuracy,f1-score
3,76,0.881578947368421,0.8917442118090173
4,33,0.8787878787878788,0.8757936507936508
1,35,0.8571428571428571,0.883442265795207
2,26,0.7307692307692307,0.7623188405797101
0,52,0.8653846153846154,0.8659292776939836
