,Annotator Accuracy after Warmup on Boot Data,Annotator F1 Score after Warmup on Boot Data,Annotator Accuracy after Training,Annotator F1 Score after Training
Weighted Average,0.9642857142857143,0.9736842105263159,0.8616071428571429,0.8776165179420762
Maximum Index,0.9642857142857143,0.9736842105263159,0.8839285714285714,0.8954136050568405
