index,train-micro-misclf-rate,test-micro-misclf-rate,train-macro-misclf-rate,test-macro-misclf-rate,n-labeled-samples,n-true-labels-0,n-false-labels-0,n-true-labels-1,n-false-labels-1,n-true-labels-2,n-false-labels-2,n-true-labels-3,n-false-labels-3,n-true-labels-4,n-false-labels-4,n-true-labels,n-false-labels,times
519,0.3111111111111111,0.37037037037037035,0.46647245111302427,0.5041692611041926,247,160,52,32,17,20,8,14,11,170,35,396,123,0.0658879280090332
520,0.3135802469135803,0.37037037037037035,0.46752736440782194,0.5041692611041926,247,160,52,33,17,20,8,14,11,170,35,397,123,0.0625307559967041
521,0.3160493827160494,0.37037037037037035,0.4700273644078219,0.5041692611041926,247,160,52,33,17,20,8,14,11,171,35,398,123,0.06290006637573242
522,0.3135802469135803,0.37037037037037035,0.4685822777026196,0.5041692611041926,247,160,52,33,17,20,9,14,11,171,35,398,124,0.06370997428894043
523,0.3135802469135803,0.37037037037037035,0.4685822777026196,0.5041692611041926,247,160,52,34,17,20,9,14,11,171,35,399,124,0.06502866744995117
524,0.3160493827160494,0.37037037037037035,0.4685822777026196,0.5041692611041926,247,161,52,34,17,20,9,14,11,171,35,400,124,0.0651099681854248
525,0.3111111111111111,0.37037037037037035,0.4650273644078219,0.5041692611041926,247,162,52,34,17,20,9,14,11,171,35,401,124,0.07728385925292969
526,0.30617283950617286,0.37037037037037035,0.46252736440782194,0.5041692611041926,247,162,52,34,17,20,9,14,12,171,35,401,125,0.06712818145751953
527,0.3160493827160494,0.37037037037037035,0.4700273644078219,0.5041692611041926,248,163,52,34,17,20,9,14,12,171,35,402,125,0.06581616401672363
528,0.3160493827160494,0.37037037037037035,0.47124185217070474,0.5041692611041926,248,163,52,34,17,20,9,14,12,172,35,403,125,0.06558895111083984
529,0.3160493827160494,0.37037037037037035,0.4697967654655024,0.5041692611041926,248,164,52,34,17,20,9,14,12,172,35,404,125,0.06449198722839355
530,0.3160493827160494,0.37037037037037035,0.47124185217070474,0.5041692611041926,249,165,52,34,17,20,9,14,12,172,35,405,125,0.06549715995788574
531,0.31851851851851853,0.37037037037037035,0.47390142663878987,0.5041692611041926,249,166,52,34,17,20,9,14,12,172,35,406,125,0.06462621688842773
532,0.31851851851851853,0.37407407407407406,0.47495633993358755,0.5100560398505604,250,167,52,34,17,20,9,14,12,172,35,407,125,0.06369519233703613
533,0.31851851851851853,0.37407407407407406,0.47351125322838516,0.5087147156496472,250,168,52,34,17,20,9,14,12,172,35,408,125,0.06367897987365723
534,0.3160493827160494,0.37037037037037035,0.4724563399335875,0.5041692611041926,250,169,52,34,17,20,9,14,12,172,35,409,125,0.06441688537597656
535,0.3160493827160494,0.37037037037037035,0.47511591440167267,0.5041692611041926,250,169,52,34,18,20,9,14,12,172,35,409,126,0.06805300712585449
536,0.31851851851851853,0.36666666666666664,0.47511591440167267,0.5020859277708594,250,169,52,34,18,20,9,15,12,172,35,410,126,0.06927800178527832
537,0.31851851851851853,0.37037037037037035,0.47511591440167267,0.5055105853051058,251,170,52,34,18,20,9,15,12,172,35,411,126,0.06377410888671875
538,0.3160493827160494,0.37037037037037035,0.4726159144016726,0.5055105853051058,251,170,52,35,18,20,9,15,12,172,35,412,126,0.054238080978393555
539,0.3160493827160494,0.37037037037037035,0.47156100110687493,0.5055105853051058,251,170,52,35,18,20,9,15,12,173,35,413,126,0.05664324760437012
540,0.3160493827160494,0.37037037037037035,0.47011591440167266,0.5055105853051058,251,171,52,35,18,20,9,15,12,173,35,414,126,0.055565834045410156
541,0.3135802469135803,0.37037037037037035,0.47117082769647034,0.5055105853051058,251,171,52,35,18,20,9,15,12,174,35,415,126,0.05500316619873047
542,0.3160493827160494,0.37037037037037035,0.474061001106875,0.5055105853051058,251,171,52,35,19,20,9,15,12,174,35,415,127,0.05106711387634277
543,0.3135802469135803,0.37037037037037035,0.47156100110687493,0.5055105853051058,251,171,52,35,19,20,9,15,12,175,35,416,127,0.06383514404296875
544,0.3160493827160494,0.37037037037037035,0.47156100110687493,0.5055105853051058,252,171,53,35,19,20,9,15,12,175,35,416,128,0.05762481689453125
545,0.3160493827160494,0.37037037037037035,0.47156100110687493,0.5055105853051058,252,171,53,35,19,20,9,16,12,175,35,417,128,0.04129195213317871
546,0.3135802469135803,0.37407407407407406,0.47156100110687493,0.5100560398505604,253,171,53,35,19,20,9,16,12,175,36,417,129,0.04297327995300293
547,0.3135802469135803,0.37407407407407406,0.4726159144016726,0.5100560398505604,253,172,53,35,19,20,9,16,12,175,36,418,129,0.06343388557434082
548,0.3135802469135803,0.37777777777777777,0.4726159144016726,0.514601494396015,253,173,53,35,19,20,9,16,12,175,36,419,129,0.05464601516723633
549,0.31851851851851853,0.37777777777777777,0.47511591440167267,0.514601494396015,253,173,53,35,19,20,9,16,12,176,36,420,129,0.06387829780578613
550,0.3234567901234568,0.3814814814814815,0.48011591440167267,0.5180261519302616,253,173,53,35,19,20,9,16,12,176,37,420,130,0.06517481803894043
551,0.3160493827160494,0.37777777777777777,0.47578065428606575,0.5159428185969281,254,173,53,35,19,20,9,16,12,176,38,420,131,0.06559467315673828
552,0.3160493827160494,0.37407407407407406,0.47578065428606575,0.5125181610626816,254,173,53,35,19,20,9,16,12,177,38,421,131,0.062040090560913086
553,0.3160493827160494,0.37407407407407406,0.47578065428606575,0.5125181610626816,254,173,53,35,19,20,9,16,12,178,38,422,131,0.06345701217651367
554,0.3135802469135803,0.37407407407407406,0.47578065428606575,0.5125181610626816,255,173,53,35,19,20,9,16,12,179,38,423,131,0.061675071716308594
555,0.3135802469135803,0.37407407407407406,0.47578065428606575,0.5125181610626816,256,173,53,35,19,20,9,16,12,180,38,424,131,0.06161999702453613
556,0.3160493827160494,0.37407407407407406,0.47578065428606575,0.5125181610626816,256,174,53,35,19,20,9,16,12,180,38,425,131,0.06198287010192871
557,0.3160493827160494,0.37407407407407406,0.47433556758086337,0.5125181610626816,256,174,53,35,19,20,9,16,12,181,38,426,131,0.06777596473693848
558,0.3160493827160494,0.37777777777777777,0.477225740991268,0.514601494396015,257,174,53,35,19,20,9,16,12,182,38,427,131,0.06525301933288574
559,0.32098765432098764,0.37777777777777777,0.4786708276964703,0.514601494396015,258,175,53,35,19,20,9,16,12,182,38,428,131,0.061881065368652344
