,No. of similar Instances,Similar Instances,Similar Instances Shared Label,Accuracy,f1-score,Annotator
82,1,[64],1,1.0,1.0,2
111,2,"[113, 121]",2,1.0,1.0,2
89,1,[86],0,0.0,0.0,4
55,2,"[63, 133]",0,0.5,0.3333333333333333,0
68,1,[72],0,1.0,1.0,0
