,No. of Instances,Accuracy,f1-score
4,11,0.7272727272727273,0.6851851851851851
0,25,0.84,0.8444444444444444
2,6,0.5,0.5
1,9,0.7777777777777778,0.7222222222222222
3,4,0.5,0.26666666666666666
5,7,0.7142857142857143,0.75
